,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN
7919,7919,Volkswagen,2016,1498.0,3rd Party,6.2,90000.0,Manual,1st Owner,108.5,Diesel,5.0,21.49,Hatchback,Hyderabad,polo gt 1.5 tdi,1SU75EW41CR8DRJFH
7920,7920,Maruti,2021,1462.0,3rd Party,9.0,20000.0,Automatic,1st Owner,103.26,Petrol,7.0,17.99,MUV,Hyderabad,ertiga zxi at,JXXYH6FV2ANPS0T69
7921,7921,Tata,2017,2179.0,3rd Party,12.0,90000.0,Automatic,2nd Owner,153.86,Diesel,7.0,17.6,MUV,Hyderabad,hexa xta,6V0L7AZJ9GJYUW1NB
7922,7922,Skoda,2018,1498.0,3rd Party,6.8,100000.0,Automatic,2nd Owner,108.6,Diesel,5.0,21.72,Sedan,Hyderabad,rapid 1.5 tdi at style bsiv,JZNC7WCU7CLZVUZ4H
7923,7923,Hyundai,2017,1186.0,3rd Party,3.9,120000.0,Manual,2nd Owner,73.97,Diesel,5.0,25.4,Sedan,Hyderabad,xcent 1.2 crdi e plus,SHDPST6H4XFUDYZ9K
7924,7924,Kia,2022,1197.0,3rd Party,10.5,10000.0,Manual,1st Owner,81.86,Petrol,5.0,18.4,SUV,Hyderabad,sonet htk plus bsvi,MX922FXF4160MJ68V
7925,7925,Volkswagen,2014,1498.0,3rd Party,4.2,110000.0,Manual,2nd Owner,88.8,Diesel,5.0,20.14,Hatchback,Hyderabad,polo 1.5 tdi comfortline,ADET6GK58WBFVC0KT
7926,7926,Maruti,2014,998.0,3rd Party,3.2,50000.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,wagon r vxi bs iv,WB1FAGL29V9RZ8XPV
7927,7927,Tata,2019,1199.0,Zero Depreciation,5.59,69049.0,Manual,1st Owner,83.83,Petrol,5.0,23.84,Hatchback,Hyderabad,tiago xz plus,TUCEGXT84K63TG40X
7928,7928,Renault,2019,999.0,Comprehensive,4.19,37465.0,Manual,1st Owner,67.0,Petrol,5.0,21.74,Hatchback,Hyderabad,kwid 1.0 rxt opt,H0LSMJPW5XHNZKPJ7
7929,7929,Toyota,2019,1197.0,Comprehensive,7.15,90148.0,Manual,1st Owner,88.5,Petrol,5.0,22.35,Hatchback,Hyderabad,glanza v,PTXPK73E38W4EC94R
7930,7930,Volkswagen,2018,999.0,Zero Depreciation,6.16,56919.0,Manual,1st Owner,75.0,Petrol,5.0,18.78,Hatchback,Hyderabad,polo 1.0 mpi comfortline,2XFAY8U46ZHF76ZR1
7931,7931,Honda,2015,1198.0,3rd Party,4.58,74385.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,amaze s i-vtech,HTLFBDLA15HG767BU
7932,7932,Hyundai,2018,814.0,Zero Depreciation,3.45,81319.0,Manual,1st Owner,55.2,Petrol,5.0,21.1,Hatchback,Hyderabad,eon sportz,09ZZMWAM4U185DXXZ
7933,7933,Maruti,2019,1197.0,Comprehensive,6.66,71110.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Hyderabad,baleno 1.2 delta,USN38N04030UU7T02
7934,7934,Maruti,2017,998.0,Comprehensive,4.2,59084.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,wagon r vxi bs iv,8ZDHUSBH8K00MRWKW
7935,7935,Hyundai,2012,1197.0,Comprehensive,3.23,57785.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Hyderabad,i10 magna,FRLYZY0Y7L2E11G3W
7936,7936,Maruti,2016,1197.0,3rd Party,6.08,58671.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,swift zxi,LSYRFU2W0DLJ84W51
7937,7937,Hyundai,2014,814.0,Comprehensive,2.66,64538.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Hyderabad,eon d lite plus,9DPSNDRV3J42SB1UV
7938,7938,Datsun,2021,999.0,3rd Party,4.78,28292.0,Manual,1st Owner,67.05,Petrol,5.0,21.7,Hatchback,Hyderabad,redigo 1.0 t option,2FNHXTBN33WA8TX4L
7939,7939,Maruti,2020,1462.0,3rd Party,8.8,60000.0,Manual,1st Owner,103.26,Petrol,5.0,17.03,SUV,Hyderabad,vitara brezza vxi,6X5SN1WH0GFFSVFX4
7940,7940,Renault,2020,999.0,3rd Party,6.4,30000.0,Manual,1st Owner,71.01,Petrol,7.0,20.0,MUV,Hyderabad,triber rxz bsvi,TVVZ0RHP16T11JFZX
7941,7941,Fiat,2015,1248.0,3rd Party,4.2,100000.0,Manual,2nd Owner,91.72,Diesel,5.0,20.5,Hatchback,Hyderabad,avventura multijet emotion,0XESS0MN2FHPA2GKK
7942,7942,Nissan,2021,999.0,3rd Party,7.5,50000.0,Manual,1st Owner,71.02,Petrol,5.0,18.75,SUV,Hyderabad,magnite xl bsvi,4RCPZ045XJFEVU2J0
7943,7943,Hyundai,2003,1493.0,3rd Party,0.8,120000.0,Manual,2nd Owner,82.0,Diesel,5.0,13.1,Sedan,Hyderabad,accent crdi,D16JSDS16DE6ZTZSK
7944,7944,Mahindra,2020,1197.0,3rd Party,8.5,50000.0,Manual,1st Owner,108.6,Petrol,5.0,17.0,SUV,Hyderabad,xuv300 w6 bsvi,KJ5XH77G5RAN3URAM
7945,7945,BMW,2012,1995.0,3rd Party,9.0,70000.0,Automatic,1st Owner,184.0,Diesel,5.0,18.88,Sedan,Hyderabad,3 series 320d prestige,6RKX6N6D2J1Z9W4W3
7946,7946,MG,2021,1451.0,3rd Party,17.0,20000.0,Automatic,1st Owner,141.0,Petrol,5.0,13.96,SUV,Hyderabad,hector sharp dct,0YY1BU9X8DHMV8J2W
7947,7947,Maruti,2016,1197.0,3rd Party,5.25,63313.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,swift vxi,M4R2N9295FBLZ6P1R
7948,7948,Hyundai,2018,1368.0,3rd Party,7.96,95933.0,Manual,1st Owner,98.6,Petrol,5.0,19.1,Sedan,Hyderabad,verna vtvt 1.4 ex,Z9WKY8599T9THKAUL
7949,7949,Hyundai,2019,1186.0,Zero Depreciation,7.27,34348.0,Manual,1st Owner,73.97,Diesel,5.0,26.2,Hatchback,Hyderabad,grand i10 nios sportz crdi,ZKBB0AFX6X62PYL0W
7950,7950,Tata,2021,1199.0,3rd Party,7.38,23818.0,Automatic,2nd Owner,84.82,Petrol,5.0,19.6,Sedan,Hyderabad,tigor xma amt bsvi,1HSS4B0G10RNW17WG
7951,7951,Hyundai,2018,1197.0,Comprehensive,5.92,52704.0,Automatic,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Hyderabad,grand i10 1.2 kappa sportz option at,554MRS9K8KYFNJ4M9
7952,7952,Mahindra,2014,2179.0,Comprehensive,7.72,96302.0,Manual,1st Owner,140.0,Diesel,7.0,15.1,SUV,Hyderabad,xuv500 w8 fwd,LLTFVMJY4Z37BD2WG
7953,7953,Maruti,2017,1248.0,Comprehensive,6.92,109700.0,Automatic,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Hyderabad,swift dzire amt vdi,ZF2VB27K0VU3NXRSG
7954,7954,Hyundai,2018,1582.0,Zero Depreciation,12.16,105405.0,Automatic,1st Owner,126.2,Diesel,5.0,17.6,SUV,Hyderabad,creta 1.6 sx automatic diesel,7DZE61BB0MWTRP6K1
7955,7955,Ford,2011,1399.0,3rd Party,2.5,120000.0,Manual,2nd Owner,67.0,Diesel,5.0,19.68,Sedan,Hyderabad,fiesta classic 1.4 duratorq lxi,E5SVP1UYX0X9JC45K
7956,7956,Chevrolet,2009,995.0,3rd Party,1.2,80000.0,Manual,1st Owner,63.0,Petrol,5.0,16.0,Hatchback,Hyderabad,spark 1.0 ps,KE3W5BHN8379CX3P7
7957,7957,Tata,2019,1248.0,3rd Party,6.0,110000.0,Manual,1st Owner,74.0,Diesel,5.0,22.95,Sedan,Hyderabad,zest quadrajet 1.3 75ps xe,G4VXLXC20K22J8LM2
7958,7958,Toyota,2012,2494.0,3rd Party,7.5,120000.0,Manual,1st Owner,100.0,Diesel,7.0,12.99,MUV,Hyderabad,innova 2.5 g (diesel) 7 seater bs iv,H2SB23HS95DRJKADP
7959,7959,Volkswagen,2011,1598.0,3rd Party,3.5,60000.0,Manual,2nd Owner,103.6,Petrol,5.0,15.04,Sedan,Hyderabad,vento petrol highline,W3P5Z57E50DD8DR0U
7960,7960,Maruti,2020,1462.0,3rd Party,8.5,40000.0,Manual,1st Owner,103.25,Petrol,5.0,18.55,SUV,Hyderabad,sx4 s cross delta,NFV1MG8L4FT6BYN52
7961,7961,Hyundai,2022,1493.0,3rd Party,17.5,40000.0,Manual,1st Owner,113.45,Diesel,5.0,,SUV,Hyderabad,creta sx diesel bsvi,HT2PRZJT4SEMY1FVC
7962,7962,Mahindra,2020,1197.0,3rd Party,8.1,50000.0,Manual,1st Owner,108.6,Petrol,5.0,17.0,SUV,Hyderabad,xuv300 w6 bsvi,NVXHGWT52Z6N7FG7U
7963,7963,Hyundai,2020,998.0,Zero Depreciation,9.1,50646.0,Manual,1st Owner,118.35,Petrol,5.0,18.27,SUV,Hyderabad,venue sx turbo bsiv,NMEU841226C17T2AC
7964,7964,Maruti,2016,998.0,3rd Party,4.19,61337.0,Automatic,1st Owner,65.71,Petrol,5.0,26.68,Hatchback,Hyderabad,celerio vxi amt,PKMXZ8G843M3K03SZ
7965,7965,Honda,2016,1199.0,3rd Party,6.18,54083.0,Automatic,2nd Owner,88.7,Petrol,5.0,19.0,Hatchback,Hyderabad,jazz 1.2 v at i vtec,42C0G2NCX4T2MGKTU
7966,7966,Maruti,2015,998.0,3rd Party,3.74,67993.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,wagon r vxi bs iv,N35FJR7EX29YHJ01E
7967,7967,Maruti,2022,1462.0,3rd Party,11.35,15440.0,Automatic,1st Owner,103.26,Petrol,5.0,18.76,SUV,Hyderabad,vitara brezza vxi at,P85UP8HH4HBTFHLXB
7968,7968,Tata,2021,1199.0,Comprehensive,5.67,43668.0,Manual,1st Owner,84.82,Petrol,5.0,19.01,Hatchback,Hyderabad,tiago xt bsvi,JA5TACSK2SJ8JWDRM
7969,7969,Honda,2018,1199.0,3rd Party,6.44,61710.0,Automatic,1st Owner,88.7,Petrol,5.0,18.2,Hatchback,Hyderabad,jazz v cvt,UPX6GWTA7W65ETWG8
7970,7970,Honda,2020,1498.0,3rd Party,12.81,24163.0,Automatic,1st Owner,119.35,Petrol,5.0,18.4,Sedan,Hyderabad,city zx cvt,ABTANYBC3VN9HNZ0U
7971,7971,Tata,2019,1199.0,Zero Depreciation,5.51,37919.0,Manual,2nd Owner,112.44,Petrol,5.0,23.84,Hatchback,Hyderabad,tiago jtp petrol,F9B9T3K03E0RM08JT
7972,7972,Hyundai,2016,1120.0,3rd Party,2.8,120000.0,Manual,3rd Owner,71.0,Diesel,5.0,24.4,Sedan,Hyderabad,xcent 1.1 crdi s,GWG0TA6Y2RWWD7DYJ
7973,7973,Hyundai,2022,1493.0,3rd Party,18.0,50000.0,Manual,1st Owner,113.45,Diesel,5.0,,SUV,Hyderabad,creta sx opt diesel bsvi,PTZ168B139WPKT5DU
7974,7974,Tata,2019,1956.0,3rd Party,17.85,70000.0,Manual,1st Owner,138.1,Diesel,5.0,17.0,SUV,Hyderabad,harrier xz bsiv,LUYC6JB809WFL23SU
7975,7975,Hyundai,2019,1197.0,3rd Party,7.0,30000.0,Automatic,2nd Owner,81.86,Petrol,5.0,17.4,Hatchback,Hyderabad,i20 sportz plus cvt bsiv,ULS5WW847CZ7G4L9N
7976,7976,Honda,2020,1497.0,3rd Party,10.0,70000.0,Manual,1st Owner,117.6,Petrol,5.0,17.4,Sedan,Hyderabad,city v mt,R0SYZDRT9GR91554W
7977,7977,Hyundai,2019,1396.0,3rd Party,7.0,60000.0,Manual,2nd Owner,88.76,Diesel,5.0,22.54,Hatchback,Hyderabad,i20 asta option diesel,70MT1NTJ4AGNPLDPV
7978,7978,Ford,2008,1596.0,3rd Party,2.0,70000.0,Manual,2nd Owner,,Petrol,5.0,15.3,Sedan,Hyderabad,fiesta 1.6 sxi duratec,BJWP2YZ800UK5SJ3R
7979,7979,Maruti,2017,1248.0,Comprehensive,7.59,89681.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Hyderabad,vitara brezza vdi option,RDZEP61R7EWHTZNKA
7980,7980,Hyundai,2019,1197.0,Comprehensive,6.99,23022.0,Manual,1st Owner,81.86,Petrol,5.0,18.6,Hatchback,Hyderabad,i20 sportz plus bsiv,WS0VMD4T776V7W0AZ
7981,7981,Maruti,2012,998.0,3rd Party,1.95,77013.0,Manual,2nd Owner,65.71,Petrol,5.0,24.39,Hatchback,Hyderabad,alto k10 lxi,5NXWRTMT3SAMUMHP9
7982,7982,Hyundai,2012,1086.0,3rd Party,3.06,74754.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Hyderabad,i10 era 1.1 itech se,BK96HAJ17Z55D3JVL
7983,7983,Honda,2015,1199.0,3rd Party,4.35,85589.0,Manual,2nd Owner,88.7,Petrol,5.0,18.7,Hatchback,Hyderabad,jazz 1.2 sv i vtec,ZTF49P1052AWS6P5Z
7984,7984,Hyundai,2012,1197.0,3rd Party,3.15,47650.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Hyderabad,i10 sportz,93CM2G410ZGKSZJYK
7985,7985,Ford,2017,1498.0,Comprehensive,6.76,89576.0,Manual,3rd Owner,98.59,Diesel,5.0,22.77,SUV,Hyderabad,ecosport 1.5 tdci titanium bsiv,8TGDNGNN8Z0VRY4JS
7986,7986,Maruti,2016,1248.0,3rd Party,6.46,85948.0,Automatic,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Hyderabad,swift dzire amt zdi,3B1ZW4M36R9DUHHCU
7987,7987,Honda,2018,1498.0,3rd Party,6.0,60000.0,Manual,2nd Owner,98.6,Diesel,5.0,25.8,Sedan,Hyderabad,amaze vx i dtec,UBMGT1FY29WUWAKTK
7988,7988,Honda,2017,1497.0,3rd Party,8.25,40000.0,Manual,2nd Owner,117.3,Petrol,5.0,17.8,Sedan,Hyderabad,city i vtec v,WT3AW1799KS2Y36GK
7989,7989,Hyundai,2011,1197.0,3rd Party,3.3,100000.0,Automatic,2nd Owner,78.9,Petrol,5.0,16.95,Hatchback,Hyderabad,i10 sportz at,1Y3DU7UV5GKSY5RLS
7990,7990,Maruti,2022,1462.0,3rd Party,10.0,20000.0,Manual,1st Owner,103.26,Petrol,5.0,17.03,SUV,Hyderabad,vitara brezza vxi,ZBWFMD360ZJELZH6F
7991,7991,Honda,2017,1497.0,3rd Party,8.25,40000.0,Manual,2nd Owner,117.3,Petrol,5.0,17.8,Sedan,Hyderabad,city i vtec v,BHDHJBA991THLE8GB
7992,7992,Hyundai,2022,1197.0,3rd Party,8.75,30000.0,Manual,2nd Owner,81.86,Petrol,5.0,17.52,SUV,Hyderabad,venue s,A2SCJWHBXWM8HKZ21
7993,7993,Honda,2014,1198.0,3rd Party,3.9,100000.0,Manual,2nd Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,amaze e i-vtech,XMAREC6U2EP39RJCX
7994,7994,Honda,2014,1198.0,3rd Party,3.9,100000.0,Manual,2nd Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,amaze e i-vtech,HF10A6CD16D4BW3J1
7995,7995,Tata,2021,1199.0,Zero Depreciation,6.1,21314.0,Manual,1st Owner,84.82,Petrol,5.0,19.01,Hatchback,Hyderabad,tiago xt bsvi,F5MGYATJX4USA8S4E
7996,7996,Maruti,2017,1197.0,Zero Depreciation,5.92,35777.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Hyderabad,baleno 1.2 delta,LD76TMKJ4NVHH997A
7997,7997,Ford,2017,1499.0,Comprehensive,6.82,41886.0,Manual,1st Owner,110.4,Petrol,5.0,15.85,SUV,Hyderabad,ecosport 1.5 ti vct mt titanium bsiv,G91FM2C829C6ADV5B
7998,7998,Hyundai,2021,1086.0,Zero Depreciation,5.62,20837.0,Manual,2nd Owner,68.05,Petrol,5.0,20.3,Hatchback,Hyderabad,santro asta,FCMA8EYDXW6L6LHHU
7999,7999,Maruti,2017,998.0,Comprehensive,6.6,44797.0,Manual,1st Owner,100.5,Petrol,5.0,21.1,Hatchback,Hyderabad,baleno rs 1.0 petrol,3XUG7GSD3JVXR3GR9
8000,8000,Ford,2019,1497.0,3rd Party,8.34,81462.0,Manual,1st Owner,121.31,Petrol,5.0,17.0,SUV,Hyderabad,ecosport 1.5 petrol titanium bsiv,A0SV58Z96EDN9K8NS
8001,8001,Datsun,2018,999.0,3rd Party,3.22,16178.0,Automatic,1st Owner,67.0,Petrol,5.0,22.5,Hatchback,Hyderabad,redigo amt 1.0 t option,79VYZFD63RSAZE53D
8002,8002,Maruti,2019,1248.0,Comprehensive,9.6,72577.0,Automatic,1st Owner,88.5,Diesel,5.0,24.3,SUV,Hyderabad,vitara brezza zdi plus amt,BH9DX90W8KJA6E04S
8003,8003,Hyundai,2021,1197.0,3rd Party,8.28,97621.0,Manual,1st Owner,81.8,Petrol,5.0,21.0,Hatchback,Hyderabad,i20 sportz bsvi,2TC56P2KX8HFF5F5F
8004,8004,Maruti,2011,1197.0,Comprehensive,3.33,75932.0,Manual,2nd Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,swift lxi,RHS2MBB98C6YS7BBF
8005,8005,Maruti,2013,1197.0,3rd Party,4.1,80000.0,Manual,1st Owner,85.8,Petrol,5.0,18.6,Hatchback,Hyderabad,swift vxi,73ZVZ87M2027FXBPR
8006,8006,Hyundai,2020,1197.0,3rd Party,5.99,40000.0,Manual,1st Owner,81.86,Petrol,5.0,20.7,Hatchback,Hyderabad,grand i10 nios sportz,ZTX5L1E81HNWSRJ3R
8007,8007,Hyundai,2008,1341.0,3rd Party,1.5,90000.0,Manual,2nd Owner,82.9,Petrol,5.0,14.2,Hatchback,Hyderabad,getz 1.3 gls,RRNDDM5W3F3M7AR78
8008,8008,Maruti,2022,998.0,3rd Party,5.8,30000.0,Manual,1st Owner,65.71,Petrol,5.0,24.35,Hatchback,Hyderabad,wagon r vxi bsvi,RHRD1X937ZCJC53EW
8009,8009,Skoda,2018,1598.0,3rd Party,8.6,80000.0,Automatic,1st Owner,103.2,Petrol,5.0,14.84,Sedan,Hyderabad,rapid 1.6 mpi at style bsiv,S1KB08KS94UJ47DKJ
8010,8010,Maruti,2016,1248.0,3rd Party,7.9,70000.0,Manual,2nd Owner,88.5,Diesel,7.0,24.52,MUV,Hyderabad,ertiga shvs vdi,2FZ9M6Y035ANA73W0
8011,8011,Maruti,2012,998.0,3rd Party,2.6,80000.0,Manual,2nd Owner,58.2,CNG,5.0,26.2,Hatchback,Hyderabad,wagon r lxi cng,9K5XSWVR4LUZ5AGF4
8012,8012,Tata,2016,1396.0,3rd Party,1.0,120000.0,Manual,2nd Owner,69.0,Diesel,5.0,25.0,Hatchback,Hyderabad,indica v2 ls,M4B560B45HGFJ30YV
8013,8013,Maruti,2019,1197.0,Comprehensive,7.43,54123.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Hyderabad,swift dzire amt zxi,4X3F3S9W8P8SNH0C7
8014,8014,Ford,2020,1498.0,3rd Party,9.07,47654.0,Manual,2nd Owner,98.96,Diesel,5.0,23.0,SUV,Hyderabad,ecosport 1.5 diesel titanium bsiv,12PXJ51714GJ12M5T
8015,8015,Hyundai,2016,1197.0,Zero Depreciation,5.24,45741.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Hyderabad,grand i10 asta,621XAKTM6EY79P3PR
8016,8016,Hyundai,2018,1086.0,Comprehensive,5.32,84759.0,Automatic,2nd Owner,68.0,Petrol,5.0,20.3,Hatchback,Hyderabad,santro sportz amt bsiv,D9HRE5RP5H0RTLM8G
8017,8017,Honda,2018,1199.0,Comprehensive,6.91,31289.0,Automatic,2nd Owner,88.7,Petrol,5.0,18.1,Sedan,Hyderabad,amaze s cvt i-vtec,4V98422V2A91413EL
8018,8018,Hyundai,2020,1086.0,Comprehensive,5.71,35505.0,Automatic,1st Owner,68.05,Petrol,5.0,20.3,Hatchback,Hyderabad,santro sportz amt,MAK1M5100MN4EWXCZ
8019,8019,Hyundai,2015,1197.0,Comprehensive,4.43,40717.0,Manual,3rd Owner,82.0,Petrol,5.0,18.9,Hatchback,Hyderabad,grand i10 asta,L0VV8N3Z3EKJ95JHJ
8020,8020,Hyundai,2021,1493.0,3rd Party,18.18,30111.0,Manual,1st Owner,113.98,Diesel,6.0,20.4,SUV,Hyderabad,alcazar signature diesel bsvi,0LLANE6U6XXD2CSSL
8021,8021,Hyundai,2019,1197.0,3rd Party,6.99,40424.0,Manual,1st Owner,81.86,Petrol,5.0,18.6,Hatchback,Hyderabad,i20 sportz plus bsiv,FWG824SR1GJP0CXEV
8022,8022,Renault,2018,999.0,3rd Party,3.73,96475.0,Manual,1st Owner,67.0,Petrol,5.0,23.01,Hatchback,Hyderabad,kwid 1.0 rxt optional,TFFE625E5Z0R1R6JL
8023,8023,Hyundai,2022,1197.0,3rd Party,7.5,30000.0,Manual,1st Owner,81.86,Petrol,5.0,20.7,Hatchback,Hyderabad,grand i10 nios sportz,SYPXCY202GPN7JD6Z
8024,8024,Tata,2017,2179.0,3rd Party,10.5,80000.0,Manual,3rd Owner,153.86,Diesel,7.0,17.6,SUV,Hyderabad,hexa xt,FXVLN5842MZ3HBSKD
8025,8025,Maruti,2016,1248.0,3rd Party,2.7,120000.0,Manual,1st Owner,73.94,Diesel,5.0,23.2,Hatchback,Hyderabad,ritz ldi,LXPCWXUP1VKFV56NJ
8026,8026,Nissan,2020,1461.0,3rd Party,7.0,60000.0,Manual,2nd Owner,84.8,Diesel,5.0,22.71,Sedan,Hyderabad,sunny xe d,NW5HD6VH2U7B9WV5Z
8027,8027,Hyundai,2022,1197.0,3rd Party,6.7,40000.0,Manual,1st Owner,81.86,Petrol,5.0,20.7,Hatchback,Hyderabad,grand i10 nios magna,CEB5Y6SY945P96DP3
8028,8028,Volkswagen,2018,1498.0,3rd Party,5.2,90000.0,Manual,2nd Owner,88.0,Diesel,5.0,20.14,Hatchback,Hyderabad,polo 1.5 tdi highline plus,DZU83R3X7M17CFEP1
8029,8029,Skoda,2020,1498.0,3rd Party,10.0,80000.0,Manual,2nd Owner,108.6,Diesel,5.0,21.13,Sedan,Hyderabad,rapid 1.5 tdi ambition bsiv,SKVCZC545F6C5DY95
8030,8030,Maruti,2021,796.0,3rd Party,4.1,23748.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Hyderabad,alto 800 vxi bsvi,D2SC965C76WBTJ0ZS
8031,8031,Hyundai,2017,1591.0,Comprehensive,10.11,63242.0,Automatic,2nd Owner,121.3,Petrol,5.0,13.0,SUV,Hyderabad,creta 1.6 vtvt at sx plus,J9RVKHNA4ZS300BVJ
8032,8032,Maruti,2017,1248.0,Comprehensive,6.47,57217.0,Manual,1st Owner,74.0,Diesel,5.0,27.39,Hatchback,Hyderabad,baleno 1.3 delta,END5GNPT2NJ6LS7PK
8033,8033,Hyundai,2014,1197.0,Comprehensive,5.62,63457.0,Manual,2nd Owner,81.83,Petrol,5.0,18.6,Hatchback,Hyderabad,i20 asta 1.2,4T3JRMY40ZDBF1HKE
8034,8034,Hyundai,2010,1086.0,3rd Party,1.78,81753.0,Manual,1st Owner,62.0,Petrol,5.0,,Hatchback,Hyderabad,santro xing gl,J52ZHGCHX916N1X0C
8035,8035,Hyundai,2018,1197.0,3rd Party,5.49,56129.0,Manual,1st Owner,81.86,Petrol,5.0,18.9,Hatchback,Hyderabad,grand i10 1.2 kappa asta,Y13W3G1Y2EX7N9414
8036,8036,Tata,2020,1199.0,3rd Party,6.74,68413.0,Automatic,2nd Owner,83.83,Petrol,5.0,23.84,Hatchback,Hyderabad,tiago xza plus dual tone,CU3MP94B7FGRFXFYS
8037,8037,Maruti,2014,1248.0,3rd Party,4.92,73626.0,Manual,1st Owner,74.0,Diesel,5.0,23.4,Sedan,Hyderabad,swift dzire vdi,TZ7096CS9VH5ANARF
8038,8038,Maruti,2018,1197.0,3rd Party,4.52,95753.0,Manual,1st Owner,81.8,Petrol,5.0,20.89,Hatchback,Hyderabad,ignis 1.2 delta bsiv,CN5AWRMF8P9LM7PXS
8039,8039,Maruti,2018,1197.0,3rd Party,4.79,54907.0,Manual,2nd Owner,81.8,Petrol,5.0,20.89,Hatchback,Hyderabad,ignis 1.2 delta bsiv,SCJEC3AG5E5P2R8C4
8040,8040,Maruti,2009,1248.0,3rd Party,2.5,120000.0,Manual,2nd Owner,75.0,Diesel,5.0,17.8,Hatchback,Hyderabad,swift vdi bsiii,05AZ31S61XNKZA5GK
8041,8041,Maruti,2009,1248.0,3rd Party,2.5,120000.0,Manual,2nd Owner,75.0,Diesel,5.0,17.8,Hatchback,Hyderabad,swift vdi bsiii,UHTZ1F59XCKDZ6CY4
8042,8042,Toyota,2013,2494.0,3rd Party,10.85,120000.0,Manual,1st Owner,100.0,Diesel,7.0,12.99,MUV,Hyderabad,innova 2.5 vx (diesel) 7 seater bs iv,8G5X51LV5HDBHVMUA
8043,8043,Tata,2021,2956.0,3rd Party,8.25,30000.0,Manual,1st Owner,85.0,Diesel,2.0,,Pickup,Hyderabad,yodha pickup 1500,YU1CG2XZXZ69XNPSY
8044,8044,Maruti,2017,1248.0,3rd Party,6.59,60000.0,Manual,1st Owner,74.0,Diesel,5.0,28.4,Hatchback,Hyderabad,swift ddis vdi,E1L64UZG0ZKFE13BB
8045,8045,Renault,2017,999.0,3rd Party,3.5,50000.0,Automatic,2nd Owner,67.0,Petrol,5.0,24.04,Hatchback,Hyderabad,kwid 1.0 amt rxt,R60CYKEK2AP8FAW78
8046,8046,Hyundai,2007,1086.0,3rd Party,1.55,100000.0,Manual,2nd Owner,62.1,Petrol,5.0,17.92,Hatchback,Hyderabad,santro xing gls,V3NN2RGJ5B2MCP6C6
8047,8047,Honda,2018,1198.0,3rd Party,6.0,20000.0,Manual,2nd Owner,86.7,Petrol,5.0,17.8,Sedan,Hyderabad,amaze s i-vtec,931MN99A60YFBHHRJ
8048,8048,Ford,2018,1497.0,3rd Party,7.82,58559.0,Manual,1st Owner,121.31,Petrol,5.0,17.0,SUV,Hyderabad,ecosport 1.5 petrol titanium bsiv,08T5WC5J6NBS3H9RE
8049,8049,Maruti,2018,1248.0,3rd Party,8.06,88900.0,Automatic,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Hyderabad,swift dzire amt zdi plus,C9FCAMRV8E5LY1WG0
8050,8050,Maruti,2018,1197.0,3rd Party,3.81,103763.0,Manual,1st Owner,81.8,Petrol,5.0,20.89,Hatchback,Hyderabad,ignis 1.2 sigma bsiv,3YHCZM2Z3ZRJ8RXZK
8051,8051,Hyundai,2016,1197.0,3rd Party,5.11,104436.0,Automatic,2nd Owner,82.0,Petrol,5.0,18.9,Hatchback,Hyderabad,grand i10 asta option at,BSE4D2ZN0VBKS0FSV
8052,8052,Maruti,2017,998.0,Comprehensive,4.1,83596.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,wagon r vxi bs iv,DUWMKV469J5F74PM8
8053,8053,Tata,2020,1199.0,Zero Depreciation,6.14,66731.0,Automatic,1st Owner,83.83,Petrol,5.0,23.84,Hatchback,Hyderabad,tiago xza,7XZ58JJJ3GRKDX1MN
