,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN
5220,5220,Volkswagen,2022,999.0,Comprehensive,16.54,12901.0,Automatic,1st Owner,113.98,Petrol,5.0,18.12,Sedan,Chennai,virtus topline at bsvi,CLMUR11UXYV6UK4P0
5221,5221,Ford,2015,1498.0,3rd Party,5.26,74549.0,Manual,2nd Owner,98.59,Diesel,5.0,22.77,SUV,Chennai,ecosport 1.5 tdci titanium plus bsiv,9R4GU4DC4JWR5NUPY
5222,5222,Hyundai,2019,998.0,3rd Party,9.0,60000.0,Manual,1st Owner,118.35,Petrol,5.0,18.27,SUV,Chennai,venue sx opt turbo bsiv,XK20A11T6TGS9P89P
5223,5223,Ford,2003,1999.0,3rd Party,1.4,60000.0,Manual,3rd Owner,,Petrol,5.0,9.0,Sedan,Chennai,mondeo ghia duratec,GYPSRBJL72LAJWHUG
5224,5224,BMW,2019,1998.0,3rd Party,48.0,70000.0,Automatic,1st Owner,248.08,Petrol,5.0,13.17,SUV,Chennai,x3 xdrive 30i luxury line,F7NSPMXX6HNY8A00M
5225,5225,BMW,2019,1998.0,3rd Party,48.0,70000.0,Automatic,1st Owner,248.08,Petrol,5.0,13.17,SUV,Chennai,x3 xdrive 30i luxury line,HPKT2H5SXNUZ8XLR4
5226,5226,Mahindra,2017,2179.0,3rd Party,12.0,80000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Chennai,xuv500 w10 2wd,CLW3LR3J2WD8XPA63
5227,5227,Tata,2022,1956.0,3rd Party,21.5,30000.0,Manual,1st Owner,167.67,Diesel,7.0,16.14,SUV,Chennai,new safari xt plus bsvi,CNV96DCZ47TSS703N
5228,5228,Maruti,2017,1197.0,3rd Party,5.0,20000.0,Manual,1st Owner,81.8,Petrol,5.0,20.89,Hatchback,Chennai,ignis 1.2 delta bsiv,BH224Y3SXL1FKGUGD
5229,5229,Honda,2010,2354.0,3rd Party,5.19,110000.0,Manual,1st Owner,177.6,Petrol,5.0,12.8,Sedan,Chennai,new accord 2.4 mt,WN8CKFRR2761ZD21P
5230,5230,Mahindra,2019,1497.0,3rd Party,10.25,46147.0,Automatic,2nd Owner,115.0,Diesel,5.0,17.0,SUV,Chennai,xuv300 w8 amt diesel bsiv,ZX4HM70D2C2A49M5D
5231,5231,Volkswagen,2018,1498.0,Comprehensive,7.58,106117.0,Manual,2nd Owner,88.0,Diesel,5.0,20.14,Hatchback,Chennai,polo 1.5 tdi highline plus,CSZFKWAVX63MUFPDL
5232,5232,Maruti,2021,1462.0,Zero Depreciation,9.36,18326.0,Manual,1st Owner,103.25,Petrol,5.0,20.65,Sedan,Chennai,ciaz zeta bsvi,71LBDEGY6E4JWGMJ6
5233,5233,Maruti,2019,1248.0,Zero Depreciation,8.75,84381.0,Automatic,1st Owner,88.5,Diesel,5.0,24.3,SUV,Chennai,vitara brezza zdi amt,YUF8S2U20CXMHGN2E
5234,5234,Tata,2019,1497.0,3rd Party,10.81,36330.0,Automatic,1st Owner,108.5,Diesel,5.0,21.5,SUV,Chennai,nexon 1.5 revotorq xza plus,726EZA7Y6LXB9R8GV
5235,5235,Hyundai,2017,1197.0,Comprehensive,5.78,69266.0,Manual,2nd Owner,81.86,Petrol,5.0,17.19,Hatchback,Chennai,i20 active 1.2 sx,V49ENZTR582KK4A3U
5236,5236,Hyundai,2016,1197.0,Comprehensive,5.65,38919.0,Manual,3rd Owner,81.83,Petrol,5.0,18.6,Hatchback,Chennai,i20 sportz 1.2,VW9ZG73U4CHJ7DKBY
5237,5237,Honda,2013,1198.0,3rd Party,3.1,84489.0,Manual,1st Owner,86.8,Petrol,5.0,19.4,Hatchback,Chennai,brio s mt,SX0WS9UN7SUKF073F
5238,5238,Honda,2018,1498.0,Comprehensive,7.4,65675.0,Automatic,2nd Owner,78.9,Diesel,5.0,23.8,Sedan,Chennai,amaze v cvt diesel bsiv,0VFC74UE92ZKX9MJ0
5239,5239,Honda,2016,1198.0,3rd Party,5.75,21999.0,Automatic,1st Owner,86.7,Petrol,5.0,15.5,Sedan,Chennai,amaze s at i-vtech,3X0J0VD96LZFW85SF
5240,5240,Maruti,2021,1462.0,3rd Party,8.5,50000.0,Manual,1st Owner,103.26,Petrol,5.0,17.03,SUV,Chennai,vitara brezza vxi,8W6PAG704RDE7RFY0
5241,5241,Datsun,2018,799.0,3rd Party,2.85,30000.0,Manual,1st Owner,53.64,Petrol,5.0,22.7,Hatchback,Chennai,redigo t option,TAZY2C858TFG1M6L1
5242,5242,Hyundai,2015,1582.0,3rd Party,4.75,150000.0,Manual,1st Owner,126.32,Diesel,5.0,22.32,Sedan,Chennai,verna 1.6 sx crdi (o),TZ6RJDJ14GS3YGM1A
5243,5243,Audi,2016,1968.0,3rd Party,15.0,50000.0,Automatic,2nd Owner,143.0,Diesel,5.0,20.38,Sedan,Chennai,a3 35 tdi premium,PJ7PGA7159R74GLSB
5244,5244,Maruti,2018,1248.0,3rd Party,9.5,20000.0,Manual,1st Owner,88.5,Diesel,5.0,28.09,Sedan,Chennai,ciaz 1.3 delta,G65SGRFV24YPRMCXU
5245,5245,Hyundai,2016,1120.0,3rd Party,3.2,110000.0,Manual,4th Owner,70.0,Diesel,5.0,24.0,Hatchback,Chennai,grand i10 crdi asta,WMCKAHM73J0UJB5JG
5246,5246,Honda,2021,1498.0,3rd Party,13.5,20000.0,Manual,1st Owner,119.35,Petrol,5.0,18.6,Sedan,Chennai,city vx mt,AATT84Y32EY2FBZM5
5247,5247,Ford,2011,1196.0,3rd Party,1.7,80000.0,Manual,3rd Owner,70.0,Petrol,5.0,15.6,Hatchback,Chennai,figo petrol zxi,NZ2GY1JU1VD2DV6D8
5248,5248,Maruti,2016,796.0,Comprehensive,2.99,15050.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Chennai,alto 800 lxi,6ND2EZJE6HM0H2Z5T
5249,5249,Nissan,2021,999.0,Zero Depreciation,8.22,13640.0,Automatic,1st Owner,98.63,Petrol,5.0,17.7,SUV,Chennai,magnite turbo cvt xl bsvi,5T0EPWA6719FXRSY0
5250,5250,Honda,2017,1199.0,3rd Party,6.76,26465.0,Automatic,1st Owner,88.7,Petrol,5.0,19.0,Hatchback,Chennai,jazz 1.2 v at i vtec,BHWM6UXG5D9R1PL6N
5251,5251,Tata,2018,1497.0,Comprehensive,7.44,72855.0,Manual,1st Owner,113.42,Diesel,5.0,23.22,SUV,Chennai,nexon xz plus diesel,8MR2M7L42DCJXXLKU
5252,5252,Tata,2022,1497.0,3rd Party,8.17,8837.0,Manual,1st Owner,88.77,Diesel,5.0,23.64,Hatchback,Chennai,altroz xm plus diesel,K7253W4M8GY3BKAH2
5253,5253,Tata,2020,1199.0,Comprehensive,5.89,31679.0,Manual,1st Owner,83.83,Petrol,5.0,23.84,Hatchback,Chennai,tiago xz plus,WZFXSB1J3AHL8RXBX
5254,5254,Maruti,2017,1248.0,3rd Party,6.65,62557.0,Manual,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Chennai,swift dzire vdi,05EJ74WH4S28M8AK6
5255,5255,Hyundai,2015,1197.0,3rd Party,4.19,55161.0,Manual,3rd Owner,82.0,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 sportz,ECLET0FE77J8G92VE
5256,5256,Maruti,2022,1197.0,Comprehensive,6.44,12132.0,Manual,1st Owner,81.8,Petrol,5.0,20.52,Hatchback,Chennai,wagon r zxi 1.2,ATHZHBV9565WWR9KG
5257,5257,Datsun,2016,1198.0,Comprehensive,3.79,52509.0,Manual,1st Owner,67.0,Petrol,7.0,19.44,MUV,Chennai,go plus t bsiv,5MC4DCYG0R8S814JP
5258,5258,Hyundai,2018,1197.0,Comprehensive,4.89,21481.0,Manual,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 1.2 kappa sportz option,LCY30MXW9KMN8XRYY
5259,5259,Hyundai,2019,1197.0,3rd Party,8.5,10000.0,Automatic,1st Owner,81.86,Petrol,5.0,17.4,Hatchback,Chennai,i20 asta option cvt bsiv,ETS41JG05ES0WA7DA
5260,5260,Maruti,2019,1197.0,3rd Party,6.3,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Chennai,swift dzire vxi 1.2,9G0VD4ZPXYHKAWRAR
5261,5261,Hyundai,2017,1186.0,3rd Party,4.1,100000.0,Manual,2nd Owner,73.97,Diesel,5.0,25.4,Sedan,Chennai,xcent 1.2 crdi e plus,C0W9BETEXP7VT7JX6
5262,5262,Hyundai,2012,1582.0,3rd Party,4.2,100000.0,Manual,2nd Owner,126.3,Diesel,5.0,22.32,Sedan,Chennai,verna 1.6 crdi,598JSELS1BSYZCNUF
5263,5263,Maruti,2016,1373.0,3rd Party,5.8,50000.0,Manual,2nd Owner,91.1,Petrol,5.0,20.73,Sedan,Chennai,ciaz vxi plus,WHUCJHAM5GXLHD54P
5264,5264,Hyundai,2020,1197.0,3rd Party,5.7,20000.0,Automatic,3rd Owner,81.86,Petrol,5.0,20.7,Hatchback,Chennai,grand i10 nios amt sportz,XK6ZDGEW1W4F01LMK
5265,5265,Mercedes-Benz,2008,1796.0,3rd Party,7.5,50000.0,Automatic,2nd Owner,186.0,Petrol,5.0,11.74,Sedan,Chennai,c-class c 200 kompressor elegance at,0ZBGCK1M7ZMG38F93
5266,5266,Honda,2017,1497.0,3rd Party,7.5,60000.0,Manual,1st Owner,117.6,Petrol,5.0,17.4,Sedan,Chennai,city i-vtec v,VEHR2BT55X9TT69Z3
5267,5267,Hyundai,2015,814.0,Comprehensive,2.93,75120.0,Manual,1st Owner,55.2,Petrol,5.0,21.1,Hatchback,Chennai,eon era plus,HNKDH0HE1ZK5GLTZ3
5268,5268,Maruti,2022,1197.0,3rd Party,6.19,4453.0,Manual,1st Owner,88.5,Petrol,5.0,23.56,Hatchback,Chennai,wagon r zxi plus dual tone bsvi,7ES7UAMP8LX4DPVFY
5269,5269,Hyundai,2014,1197.0,Comprehensive,4.17,88779.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 asta option,GJH8056P030RGHSZZ
5270,5270,Volkswagen,2016,1498.0,3rd Party,5.4,111610.0,Manual,1st Owner,108.62,Diesel,5.0,21.66,Sedan,Chennai,ameo 1.5 tdi highline,V7ELFFRG2FP1WNFXE
5271,5271,Tata,2018,1199.0,Comprehensive,5.69,53612.0,Automatic,2nd Owner,83.81,Petrol,5.0,20.3,Sedan,Chennai,tigor xza,RVB3ZJPE25UHAUT8V
5272,5272,Renault,2016,799.0,3rd Party,3.4,59492.0,Manual,1st Owner,53.3,Petrol,5.0,25.17,Hatchback,Chennai,kwid rxt,5HHZ8HGA48PA4BR3Y
5273,5273,Honda,2017,1199.0,3rd Party,7.2,43588.0,Manual,2nd Owner,88.7,Petrol,5.0,17.5,SUV,Chennai,wr-v i-vtec vx,959SPG0L34DX8N7N2
5274,5274,Hyundai,2019,1086.0,3rd Party,4.69,46851.0,Manual,1st Owner,68.0,Petrol,5.0,20.3,Hatchback,Chennai,santro magna bsiv,LACLPFSB46THSK4NA
5275,5275,Honda,2017,1199.0,Zero Depreciation,7.54,29824.0,Manual,1st Owner,88.7,Petrol,5.0,17.5,SUV,Chennai,wr-v i-vtec vx,7F5821767GAC9GETC
5276,5276,Renault,2021,999.0,Comprehensive,7.13,43879.0,Manual,1st Owner,71.01,Petrol,7.0,20.0,MUV,Chennai,triber rxz,0DTWLJAL75BANLMHT
5277,5277,Volkswagen,2019,999.0,3rd Party,6.99,94439.0,Manual,1st Owner,75.0,Petrol,5.0,18.78,Hatchback,Chennai,polo cup edition comfortline,W11Z45UV0NCE8T7TM
5278,5278,Renault,2020,1498.0,3rd Party,8.64,12473.0,Manual,1st Owner,105.0,Petrol,5.0,13.9,SUV,Chennai,duster rxs bsiv,D18JKFWP45EVAXBBP
5279,5279,Tata,2017,1047.0,3rd Party,4.7,120000.0,Manual,1st Owner,69.0,Diesel,5.0,27.28,Hatchback,Chennai,tiago 1.05 revotorq xz wo alloy,KEWYGL8L7VFK6VBG9
5280,5280,Maruti,2022,1197.0,3rd Party,7.5,10000.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Chennai,swift vxi bsvi,X3BP2TZ432PS9L7T3
5281,5281,Maruti,2010,1586.0,3rd Party,2.0,90000.0,Manual,3rd Owner,104.68,Petrol,5.0,15.0,Sedan,Chennai,sx4 zxi bsiii,PXFFAGJZ63DKYWZC3
5282,5282,Ford,2011,1399.0,3rd Party,1.75,100000.0,Manual,2nd Owner,68.0,Diesel,5.0,20.0,Hatchback,Chennai,figo diesel titanium,4MARNP7F7P5D78D0G
5283,5283,Hyundai,2010,1197.0,3rd Party,2.9,110000.0,Manual,2nd Owner,80.0,Petrol,5.0,17.0,Hatchback,Chennai,i20 1.2 asta,KKVWYSZN0EYAMJC19
5284,5284,Mahindra,2014,2179.0,3rd Party,8.25,80000.0,Manual,2nd Owner,140.0,Diesel,7.0,15.1,SUV,Chennai,xuv500 w6 2wd,NSU50FPV3B1J4JM9N
5285,5285,BMW,2018,1995.0,3rd Party,39.0,50000.0,Automatic,1st Owner,187.74,Diesel,5.0,20.37,Sedan,Chennai,5 series 520d luxury line,2S2WTTWU6U6B3JBW0
5286,5286,Maruti,2019,1248.0,3rd Party,8.9,60000.0,Automatic,1st Owner,88.5,Diesel,5.0,24.3,SUV,Chennai,vitara brezza zdi plus amt dual tone,EALE0NLL26J7D20H0
5287,5287,Maruti,2017,998.0,Comprehensive,4.1,97445.0,Automatic,2nd Owner,67.04,Petrol,5.0,23.1,Hatchback,Chennai,celerio vxi optional amt bsiv,ZFX3D5T1786433F29
5288,5288,Hyundai,2017,1591.0,3rd Party,7.95,51758.0,Manual,1st Owner,121.3,Petrol,5.0,17.0,Sedan,Chennai,verna vtvt 1.6 sx,A8S226PR967ML0XUS
5289,5289,Ford,2018,1497.0,Comprehensive,7.78,77380.0,Automatic,1st Owner,121.36,Petrol,5.0,14.8,SUV,Chennai,ecosport 1.5 petrol titanium plus at bsiv,FEFH1VNS0PWNDT74R
5290,5290,Hyundai,2013,1197.0,Comprehensive,3.47,77763.0,Manual,3rd Owner,82.0,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 sportz,LWW4H3161AGWR5S14
5291,5291,Renault,2018,1498.0,3rd Party,6.99,61285.0,Manual,2nd Owner,104.5,Petrol,5.0,14.19,SUV,Chennai,duster 1.5 petrol rxe,ZU3WG0YR6WU3E4C48
5292,5292,Ford,2020,1196.0,Zero Depreciation,5.97,21619.0,Manual,1st Owner,86.8,Petrol,5.0,18.16,Hatchback,Chennai,figo 1.2p titanium mt,FBMVBT2Y5BD3UJN69
5293,5293,Maruti,2016,796.0,3rd Party,2.91,61237.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Chennai,alto 800 lxi,309MAR1UXE9F73NY4
5294,5294,Honda,2017,1497.0,3rd Party,7.12,91841.0,Manual,1st Owner,117.3,Petrol,5.0,17.8,Sedan,Chennai,city i vtec v,NENYKWDV7LACZNG93
5295,5295,Maruti,2019,998.0,Zero Depreciation,4.16,85140.0,Manual,1st Owner,67.0,Petrol,5.0,21.63,Hatchback,Chennai,celerio x vxi option bsiv,LC526CK062ZK4FWX0
5296,5296,Tata,2017,1199.0,Comprehensive,4.73,49189.0,Manual,1st Owner,84.0,Petrol,5.0,20.3,Sedan,Chennai,tigor 1.2 revotron xz option,X16M178W1NZ1PBUVP
5297,5297,Hyundai,2018,1591.0,Comprehensive,9.07,106506.0,Manual,1st Owner,121.3,Petrol,5.0,15.8,SUV,Chennai,creta 1.6 sx,MW7MESY876UCECMBK
5298,5298,Volkswagen,2017,1498.0,3rd Party,5.2,110000.0,Manual,1st Owner,108.62,Diesel,5.0,21.66,Sedan,Chennai,ameo 1.5 tdi highline,YV1JPJDF6PNGHG8FR
5299,5299,Mercedes-Benz,2017,2143.0,3rd Party,31.0,50000.0,Automatic,1st Owner,167.62,Diesel,5.0,19.27,Sedan,Chennai,c-class c 220d avantgarde edition c,PFT3B79J6F3ZB6LUZ
5300,5300,Mahindra,2015,2179.0,3rd Party,10.0,110000.0,Manual,3rd Owner,140.0,Diesel,7.0,16.0,SUV,Chennai,xuv500 w10 awd,FJWY78EJ9D0U333P3
5301,5301,Maruti,2018,796.0,3rd Party,3.2,40000.0,Manual,2nd Owner,47.3,Petrol,5.0,24.7,Hatchback,Chennai,alto 800 vxi optional,JC3DG5B79PF2RGR0K
5302,5302,Maruti,2019,1197.0,3rd Party,7.25,20000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Chennai,baleno zeta,F5S5W0ZTXFDZHF5NR
5303,5303,Volkswagen,2015,1498.0,3rd Party,5.2,80000.0,Manual,2nd Owner,88.8,Diesel,5.0,20.14,Hatchback,Chennai,polo 1.5 tdi highline,ZR5ME3CH70330UTWD
5304,5304,Maruti,2017,1248.0,3rd Party,9.85,60000.0,Manual,1st Owner,88.5,Diesel,7.0,24.52,MUV,Chennai,ertiga shvs zdi,YMZ95SEM1N70B87HA
5305,5305,Hyundai,2021,1999.0,3rd Party,19.0,40000.0,Manual,1st Owner,156.9,Petrol,6.0,14.5,SUV,Chennai,alcazar signature dual tone,Z0T5NHX188RN022LK
5306,5306,Ford,2019,1497.0,3rd Party,8.29,29261.0,Manual,2nd Owner,121.36,Petrol,5.0,17.0,SUV,Chennai,ecosport 1.5 petrol titanium plus bsiv,31S6ZHXM267DEDJY3
5307,5307,Datsun,2021,999.0,3rd Party,4.2,14135.0,Manual,1st Owner,67.05,Petrol,5.0,21.7,Hatchback,Chennai,redigo 1.0 t option,KGUMPNDG4D8APN80D
5308,5308,Hyundai,2019,1186.0,3rd Party,7.58,15211.0,Manual,1st Owner,73.97,Diesel,5.0,25.4,Sedan,Chennai,xcent 1.2 crdi sx,LEVS6MML44RUG0S0U
5309,5309,Maruti,2020,998.0,3rd Party,4.92,51724.0,Automatic,1st Owner,67.05,Petrol,5.0,21.7,Hatchback,Chennai,s-presso vxi plus at 2019-2022,UCYM05VJ6BJE4UXKM
5310,5310,Maruti,2017,1197.0,3rd Party,6.29,80281.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Chennai,swift dzire vxi 1.2,7DDSHDHU6JUY2RL60
5311,5311,Maruti,2016,998.0,3rd Party,4.36,49124.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Chennai,wagon r vxi optional,8G4AKW857R4L8ALGK
5312,5312,Hyundai,2018,1197.0,Zero Depreciation,5.81,97326.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Chennai,i20 1.2 spotz,B12JTRWP8ZTFM4XU6
5313,5313,Maruti,2021,1197.0,3rd Party,7.11,57464.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Chennai,swift vxi,BLTLS5P482PJF4TBP
5314,5314,Maruti,2018,998.0,3rd Party,6.72,69269.0,Manual,1st Owner,100.5,Petrol,5.0,21.1,Hatchback,Chennai,baleno rs 1.0 petrol,YF7GTF4C17DLYW72L
5315,5315,Hyundai,2016,1197.0,Comprehensive,5.32,69731.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 asta option,4MFHKJ1D9HT6FNBRB
5316,5316,Hyundai,2016,1396.0,Comprehensive,6.1,60061.0,Manual,1st Owner,105.5,Petrol,5.0,17.43,Sedan,Chennai,verna 1.4 vtvt,1K4NTEAM3CA9GR8BX
5317,5317,Nissan,2021,999.0,3rd Party,10.5,20000.0,Manual,1st Owner,98.63,Petrol,5.0,20.0,SUV,Chennai,magnite turbo xv premium opt bsvi,M07PH77V0YBTK1ULU
5318,5318,Maruti,2021,1196.0,3rd Party,4.7,20000.0,Manual,1st Owner,72.41,Petrol,7.0,16.11,Minivans,Chennai,eeco 7 seater std 2020-2022,K8DZTL1L6330FNXZ4
5319,5319,Maruti,2015,1248.0,3rd Party,2.0,80000.0,Manual,3rd Owner,73.94,Diesel,5.0,23.2,Hatchback,Chennai,ritz ldi,M1PAM00F08FHEKR9V
5320,5320,Tata,2013,1396.0,3rd Party,1.83,110000.0,Manual,2nd Owner,69.0,Diesel,5.0,25.0,Sedan,Chennai,indigo vx bsiv,3UW0ZF5S351SAUHE5
5321,5321,Tata,2022,1199.0,3rd Party,6.5,20000.0,Manual,1st Owner,72.0,CNG,5.0,19.6026,Hatchback,Chennai,tiago xt cng bsvi,EMM9ZLFK4JPR2VB9D
5322,5322,Hyundai,2017,1582.0,3rd Party,9.75,70000.0,Manual,1st Owner,126.2,Diesel,5.0,19.67,SUV,Chennai,creta 1.6 crdi sx plus,A4A29FKG1ERJWK6VD
5323,5323,Mahindra,2015,2179.0,3rd Party,8.0,120000.0,Manual,1st Owner,120.0,Diesel,7.0,15.4,SUV,Chennai,scorpio s6 plus 7 seater,455SK7TM563DU0KWU
5324,5324,Maruti,2014,998.0,3rd Party,4.2,60000.0,Automatic,2nd Owner,67.04,Petrol,5.0,23.1,Hatchback,Chennai,celerio vxi at,WECT3A401ATRFMN7E
5325,5325,Honda,2020,1498.0,Comprehensive,10.92,30168.0,Manual,1st Owner,119.35,Petrol,5.0,18.6,Sedan,Chennai,city vx mt,RJH670E876PSSP71X
5326,5326,Tata,2021,1199.0,Comprehensive,7.98,24140.0,Automatic,1st Owner,86.63,Petrol,5.0,18.8,SUV,Chennai,punch creative amt bsvi,GTRM7RDF563ENWJ08
5327,5327,Nissan,2021,999.0,3rd Party,8.55,17708.0,Automatic,1st Owner,98.63,Petrol,5.0,17.7,SUV,Chennai,magnite turbo cvt xl bsvi,PFVV49PJ4132BLL8B
5328,5328,Hyundai,2017,1197.0,3rd Party,4.54,21692.0,Manual,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 1.2 kappa magna bsiv,26CDNXGRXY0D6WCP5
5329,5329,Honda,2019,1199.0,Comprehensive,7.66,95072.0,Manual,1st Owner,88.76,Petrol,5.0,19.5,Sedan,Chennai,amaze v petrol bsiv,H3870BVN98VRA3YHZ
5330,5330,Honda,2017,1199.0,Comprehensive,6.55,28897.0,Automatic,2nd Owner,88.7,Petrol,5.0,19.0,Hatchback,Chennai,jazz 1.2 v at i vtec,D71A5M8G9T5581611
5331,5331,Maruti,2011,1197.0,3rd Party,2.85,81738.0,Manual,1st Owner,85.8,Petrol,5.0,18.5,Hatchback,Chennai,ritz zxi,KC7DPGJJ1V13EGUNW
5332,5332,Maruti,2016,998.0,3rd Party,3.71,69155.0,Manual,3rd Owner,67.04,Petrol,5.0,23.1,Hatchback,Chennai,celerio vxi optional,81285AEG3ZH5SPD7D
5333,5333,Maruti,2017,1197.0,Comprehensive,6.5,70528.0,Automatic,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Chennai,baleno 1.2 cvt zeta,C4SZTYEH3L8A9KK7C
5334,5334,Hyundai,2020,1197.0,3rd Party,5.6,20000.0,Automatic,3rd Owner,81.86,Petrol,5.0,20.7,Hatchback,Chennai,grand i10 nios amt sportz,P8F2MH708RZ38EB6R
5335,5335,Hyundai,2018,1197.0,3rd Party,4.2,90000.0,Automatic,3rd Owner,81.86,Petrol,5.0,18.9,Hatchback,Chennai,grand i10 1.2 kappa sportz option at,F8WUV67668K028BZ5
5336,5336,Chevrolet,2013,1199.0,3rd Party,3.25,50000.0,Manual,1st Owner,82.4,Petrol,5.0,18.2,Sedan,Chennai,sail 1.2 lt abs,BUXTZWMG752NGJTX8
5337,5337,BMW,2008,2996.0,3rd Party,9.0,60000.0,Automatic,3rd Owner,258.0,Petrol,5.0,10.6,Sedan,Chennai,5 series 530i,E1MRJ0VM6GFA3UB32
5338,5338,Ford,2014,1399.0,3rd Party,3.5,60000.0,Manual,1st Owner,68.05,Diesel,5.0,20.0,Hatchback,Chennai,figo diesel titanium,W7RHE7HF0MT8S7JPV
5339,5339,Maruti,2021,1462.0,3rd Party,10.5,30000.0,Automatic,1st Owner,103.25,Petrol,5.0,18.43,SUV,Chennai,sx4 s cross zeta at,J7F1MH834KLS344DC
5340,5340,Renault,2020,1461.0,3rd Party,8.6,30000.0,Manual,1st Owner,84.0,Diesel,5.0,19.87,SUV,Chennai,duster rxs 85ps bsiv,HJ5RLRAL4DYJ91XBH
5341,5341,Maruti,2008,998.0,3rd Party,1.4,90000.0,Manual,2nd Owner,67.1,Petrol,5.0,18.2,Hatchback,Chennai,zen estilo vxi bsiii,N9TXEVZ2XVWX67035
5342,5342,Hyundai,2018,1197.0,Comprehensive,6.46,76057.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Chennai,i20 1.2 asta dual tone,0T86XNSU8M3U000D4
5343,5343,Nissan,2018,1198.0,3rd Party,4.56,46960.0,Manual,1st Owner,67.04,Petrol,5.0,19.49,Hatchback,Chennai,micra active xv s,2GSXKK8H672G54F3J
5344,5344,Maruti,2018,1248.0,3rd Party,6.5,117827.0,Automatic,2nd Owner,74.02,Diesel,5.0,28.4,Sedan,Chennai,swift dzire amt zdi,06WC4R9Y2ETNA5379
5345,5345,Volkswagen,2016,1199.0,Comprehensive,5.37,90305.0,Manual,1st Owner,74.0,Petrol,5.0,16.2,Hatchback,Chennai,polo 1.2 mpi highline,CC5T1HS22CLRKKA1X
5346,5346,Maruti,2017,1197.0,Comprehensive,6.78,51252.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Chennai,swift dzire amt zxi plus,VS68UR5D3FYBPHWRN
5347,5347,Hyundai,2014,1396.0,3rd Party,5.02,111275.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Chennai,i20 asta 1.4 crdi,9L5ALAUC8ULSBLFAR
5348,5348,Maruti,2018,1197.0,3rd Party,6.38,53631.0,Automatic,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Chennai,baleno 1.2 cvt alpha,XUES2C3D4NHRCFL5E
5349,5349,Hyundai,2016,1197.0,3rd Party,5.73,61009.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Chennai,i20 sportz 1.2,8B526JW19NFCMZ3SB
5350,5350,Hyundai,2017,1197.0,3rd Party,5.29,76815.0,Manual,2nd Owner,81.86,Petrol,5.0,17.19,Hatchback,Chennai,i20 active 1.2 s,18N5Y4PU4XK7394FA
5351,5351,Maruti,2017,1197.0,3rd Party,5.8,63559.0,Automatic,2nd Owner,83.1,Petrol,5.0,21.4,Hatchback,Chennai,baleno 1.2 cvt delta,6MCZMR1GX6S43CC1C
5352,5352,Honda,2015,1199.0,Comprehensive,5.48,47530.0,Manual,1st Owner,88.7,Petrol,5.0,18.7,Hatchback,Chennai,jazz 1.2 vx i vtec,FFSX2EYU8K3Z96HW2
5353,5353,Hyundai,2015,814.0,3rd Party,2.85,30000.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Chennai,eon sportz,EDCLUHXX261421DDY
5354,5354,Skoda,2013,1968.0,3rd Party,7.0,120000.0,Automatic,2nd Owner,141.0,Diesel,5.0,19.3,Sedan,Chennai,octavia ambition 2.0 tdi at,XJ345V9J4LE6LBUMY
5355,5355,BMW,2015,1995.0,3rd Party,16.0,120000.0,Automatic,1st Owner,190.0,Diesel,5.0,18.12,Sedan,Chennai,5 series 520d luxury line,6T0NNA5W5VKPPLY3L
5356,5356,Hyundai,2022,998.0,3rd Party,12.0,10000.0,Manual,1st Owner,118.35,Petrol,5.0,18.0,SUV,Chennai,venue sx opt imt,EWF1K8UV069YVGKJ1
