,Unnamed: 0.1,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN,Extra_info
4908,4908,4908,Mercedes-Benz,2014,2143.0,Comprehensive,27.5,65000.0,Automatic,1st Owner,203.2,Diesel,5.0,15.26,SUV,Ahmedabad,M-Class,7VWWHWZY6FNCMEEG1,ML 250 CDI
4909,4909,4909,Mercedes-Benz,2014,2925.0,Comprehensive,39.0,65000.0,Automatic,1st Owner,281.61,Diesel,5.0,13.5,Sedan,Ahmedabad,S-Class,ZAVZJ8N150GZ4L8UU,S 350 d
4910,4910,4910,Volkswagen,2019,999.0,Comprehensive,5.75,42000.0,Manual,2nd Owner,75.1,Petrol,5.0,17.74,Hatchback,Ahmedabad,Polo,JGX6GZBW9TC9MJFH5,1.0 MPI Comfortline
4911,4911,4911,MG,2021,1996.0,Comprehensive,34.5,45894.0,Automatic,1st Owner,215.01,Diesel,6.0,12.4,SUV,Ahmedabad,Gloster,RWDLMBTS1N6E1BUKD,Savvy 6-Str
4912,4912,4912,Hyundai,2019,1995.0,Comprehensive,19.9,53221.0,Automatic,1st Owner,182.46,Diesel,5.0,16.38,SUV,Ahmedabad,Tucson,51WUZ0R73523E6TUC,2.0 e-VGT 2WD AT GL Opt
4913,4913,4913,Jeep,2018,1368.0,Comprehensive,12.5,47000.0,Automatic,1st Owner,160.0,Petrol,5.0,16.0,SUV,Ahmedabad,Compass,WLMYYBK9XNDBDGBXC,1.4 Limited
4914,4914,4914,Mahindra,2020,1197.0,Comprehensive,9.31,33000.0,Manual,1st Owner,108.62,Petrol,5.0,16.82,SUV,Ahmedabad,XUV300,39EGTFYS5AP0FB2KG,W8 Option Dual Tone BSVI
4915,4915,4915,Audi,2016,1968.0,3rd Party,17.25,71000.0,Automatic,1st Owner,143.0,Diesel,5.0,20.38,Sedan,Ahmedabad,A3,2EY50TK77YC1HFWMW,35 TDI Attraction
4916,4916,4916,Maruti,2022,1462.0,Comprehensive,12.7,23000.0,Manual,1st Owner,101.65,Petrol,6.0,20.97,MUV,Ahmedabad,XL6,9MAB0YLZ1JB4UFUR0,Alpha BSVI
4917,4917,4917,Hyundai,2017,1582.0,3rd Party,9.6,61000.0,Manual,1st Owner,126.2,Diesel,5.0,19.67,SUV,Ahmedabad,Creta,UJWZ5UCN2NXVE70EZ,1.6 CRDi SX
4918,4918,4918,Hyundai,2015,1396.0,Comprehensive,5.75,67000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Ahmedabad,i20,DLJTV17L2GRVUF17M,Sportz 1.4 CRDi
4919,4919,4919,Maruti,2017,1248.0,Comprehensive,6.51,66000.0,Manual,1st Owner,88.5,Diesel,5.0,28.09,Sedan,Ahmedabad,Ciaz,ZDRSR9W586HH2DGLK,Alpha Diesel
4920,4920,4920,Hyundai,2018,1197.0,Comprehensive,5.25,48000.0,Manual,1st Owner,81.86,Petrol,5.0,18.9,Hatchback,Ahmedabad,Grand,1XEYP1CE7W4DYDN58,i10 Sportz
4921,4921,4921,Nissan,2015,1198.0,Comprehensive,4.5,35602.0,Automatic,1st Owner,76.0,Petrol,5.0,19.34,Hatchback,Ahmedabad,Micra,AJH6RDH910LX6U4BV,XV CVT
4922,4922,4922,Hyundai,2017,1582.0,Comprehensive,10.75,82000.0,Automatic,1st Owner,126.2,Diesel,5.0,17.01,SUV,Ahmedabad,Creta,MNY2N5FD896ATJ3G0,1.6 CRDi AT SX Plus
4923,4923,4923,Hyundai,2010,1086.0,Comprehensive,2.41,56000.0,Manual,1st Owner,68.05,Petrol,5.0,19.81,Hatchback,Ahmedabad,i10,SG26WDUH093W03DU4,Era 1.1
4924,4924,4924,Maruti,2017,998.0,Comprehensive,4.25,80000.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Ahmedabad,Wagon,Z2LU2FX9338TPE4HG,R LXI
4925,4925,4925,Hyundai,2017,814.0,Comprehensive,3.2,61000.0,Manual,1st Owner,55.2,Petrol,5.0,21.1,Hatchback,Ahmedabad,EON,S02KV3S92KGXFDR1U,Era Plus
4926,4926,4926,Toyota,2013,1364.0,Comprehensive,5.75,65000.0,Manual,2nd Owner,87.2,Diesel,5.0,21.43,Sedan,Ahmedabad,Corolla,0A3PN7HY753FX3Z15,Altis D-4D G
4927,4927,4927,Hyundai,2014,1582.0,Comprehensive,6.25,60000.0,Automatic,1st Owner,126.24,Diesel,5.0,19.5,Sedan,Ahmedabad,Elantra,7W3XBTCX9X2279AKS,CRDi SX AT
4928,4928,4928,Maruti,2013,1248.0,Comprehensive,4.51,61000.0,Manual,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Ahmedabad,Swift,9UWUG8212XHW7D3JR,Dzire VDI
4929,4929,4929,Hyundai,2015,1120.0,Comprehensive,4.45,57000.0,Manual,1st Owner,70.0,Diesel,5.0,24.0,Hatchback,Ahmedabad,Grand,KKYYDD41XDD9X9FTJ,i10 CRDi Magna
4930,4930,4930,Ford,2020,1996.0,Comprehensive,32.0,87976.0,Automatic,1st Owner,167.62,Diesel,7.0,12.4,SUV,Ahmedabad,Endeavour,45H7MVBE554H0ET9A,Titanium Plus 4X4 AT
4931,4931,4931,Kia,2022,1493.0,3rd Party,19.5,38390.0,Automatic,1st Owner,113.43,Diesel,5.0,18.0,SUV,Ahmedabad,Seltos,GDD7HMXS75YU63NDT,X-Line Diesel AT
4932,4932,4932,Kia,2020,1493.0,Comprehensive,14.0,54853.0,Manual,2nd Owner,113.43,Diesel,5.0,20.8,SUV,Ahmedabad,Seltos,CFEEAWR25WK8TKS7K,HTX Plus Diesel
4933,4933,4933,Skoda,2022,999.0,3rd Party,13.25,25207.0,Automatic,1st Owner,113.98,Petrol,5.0,18.07,Sedan,Ahmedabad,Slavia,4D782RJY3CMVG0GPV,1.0 TSI Ambition AT BSVI
