,Unnamed: 0.1,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN,Extra_info
7884,7884,7884,Honda,2018,1498.0,3rd Party,6.5,120000.0,Manual,1st Owner,98.6,Diesel,5.0,25.8,Sedan,Hyderabad,Amaze,XGJ6YSBC71W5UKU8A,VX i DTEC
7885,7885,7885,Hyundai,2021,1086.0,3rd Party,5.5,20000.0,Manual,1st Owner,68.05,Petrol,5.0,20.3,Hatchback,Hyderabad,Santro,WD7EF1RR0CN62NTYJ,Sportz
7886,7886,7886,Ford,2019,1498.0,3rd Party,5.9,60000.0,Manual,1st Owner,99.23,Diesel,5.0,26.1,Sedan,Hyderabad,Aspire,0L8CD4R257B48W24A,Trend Diesel BSIV
7887,7887,7887,Tata,2021,1497.0,3rd Party,9.6,30000.0,Manual,1st Owner,113.42,Diesel,5.0,23.22,SUV,Hyderabad,Nexon,L4JZC21E1SC4WB28V,XM Diesel BSVI
7888,7888,7888,Hyundai,2020,1197.0,Zero Depreciation,6.45,40051.0,Manual,2nd Owner,81.86,Petrol,5.0,20.7,Hatchback,Hyderabad,Grand,D76UVM2L1H333L22U,i10 Nios Sportz
7889,7889,7889,Hyundai,2019,1086.0,3rd Party,5.35,38264.0,Automatic,1st Owner,68.0,Petrol,5.0,20.3,Hatchback,Hyderabad,Santro,3CS5YRTF721JXBUVG,Sportz AMT BSIV
7890,7890,7890,Maruti,2012,1197.0,Comprehensive,4.07,53072.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,Swift,XRW0FUEK4SS1HSDJC,VXI
7891,7891,7891,Maruti,2019,1197.0,Zero Depreciation,7.34,12892.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Hyderabad,Swift,J4WJNMZJ5DMG39AVV,Dzire AMT VXI
7892,7892,7892,Hyundai,2010,1086.0,3rd Party,2.12,62572.0,Manual,2nd Owner,62.1,Petrol,5.0,17.92,Hatchback,Hyderabad,Santro,HDN09DEF5BF01LDL8,Xing GLS
7893,7893,7893,Maruti,2019,796.0,3rd Party,3.64,32607.0,Manual,1st Owner,47.3,Petrol,5.0,24.7,Hatchback,Hyderabad,Alto,C58VW5MYXP3P9YF4A,800 VXI BSIV
7894,7894,7894,Ford,2018,1498.0,3rd Party,5.41,112941.0,Manual,1st Owner,98.63,Diesel,5.0,24.4,Hatchback,Hyderabad,Freestyle,WSJ3YZ9K57KCMC9TK,Titanium Diesel BSIV
7895,7895,7895,Maruti,2021,796.0,3rd Party,4.37,22264.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Hyderabad,Alto,GK1CEWZ11J2U59A7N,800 VXI Plus BSVI
7896,7896,7896,Maruti,2017,796.0,3rd Party,3.18,54791.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Hyderabad,Alto,N0EK9T3H1B5T0V9LB,800 VXI
7897,7897,7897,Maruti,2018,1197.0,Zero Depreciation,7.07,32152.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Hyderabad,Swift,7J4250GY9FBE7MALG,Dzire AMT VXI
7898,7898,7898,Hyundai,2019,1197.0,Zero Depreciation,5.31,24337.0,Manual,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Hyderabad,Grand,37X4CPMM1HBRDR4XF,i10 1.2 Kappa Magna BSIV
7899,7899,7899,Tata,2022,1199.0,3rd Party,7.0,10000.0,Manual,1st Owner,84.48,Petrol,5.0,20.09,Hatchback,Hyderabad,Tiago,GKY5L5D12LL549CS2,NRG XZ BSVI
7900,7900,7900,Maruti,2021,998.0,3rd Party,5.25,60000.0,Automatic,1st Owner,67.05,Petrol,5.0,21.7,Hatchback,Hyderabad,S-Presso,82HJ82FY43MPF7XSP,VXI AT 2019-2022
7901,7901,7901,Maruti,2019,1462.0,3rd Party,9.0,40000.0,Manual,1st Owner,103.25,Petrol,5.0,21.56,Sedan,Hyderabad,Ciaz,CT57SBVK6T62A3JTS,Alpha BSIV
7902,7902,7902,Chevrolet,2014,936.0,3rd Party,2.4,70000.0,Manual,2nd Owner,56.3,Diesel,5.0,25.44,Hatchback,Hyderabad,Beat,K743KH2J1JU35A0D3,Diesel LT
7903,7903,7903,Maruti,2022,1462.0,3rd Party,12.6,10000.0,Manual,1st Owner,101.65,Petrol,5.0,19.89,SUV,Hyderabad,Brezza,MH54B0R28VHVS0T5B,Zxi BSVI
7904,7904,7904,Tata,2011,1248.0,3rd Party,2.2,120000.0,Manual,1st Owner,88.8,Diesel,5.0,21.12,Sedan,Hyderabad,Manza,2UUV12WN3G6EWB1KN,Aura (ABS) Quadrajet BS IV
7905,7905,7905,Mahindra,2015,2179.0,3rd Party,9.5,110000.0,Manual,2nd Owner,140.0,Diesel,7.0,16.0,SUV,Hyderabad,XUV500,L9WG8VWU37JWRVXWP,W10 2WD
7906,7906,7906,Hyundai,2022,1353.0,3rd Party,18.0,10000.0,Automatic,1st Owner,138.12,Petrol,5.0,,SUV,Hyderabad,Creta,RKXERDEK3U9HXS0XD,SX Opt Turbo BSVI
7907,7907,7907,Maruti,2013,998.0,Comprehensive,3.14,61132.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,Wagon,1DK8DUG043YBBG410,R LXI BS IV
7908,7908,7908,Volkswagen,2016,1198.0,3rd Party,5.29,97921.0,Manual,1st Owner,73.75,Petrol,5.0,17.0,Sedan,Hyderabad,Ameo,F2G8LE1E64DKBM82Y,1.2 MPI Highline
7909,7909,7909,Maruti,2013,1248.0,Comprehensive,4.35,99860.0,Manual,1st Owner,74.0,Diesel,5.0,23.4,Sedan,Hyderabad,Swift,0WLLW77S3KZ67XFNU,Dzire VDI
7910,7910,7910,Maruti,2019,998.0,Zero Depreciation,5.29,44363.0,Manual,1st Owner,67.05,Petrol,5.0,21.63,Hatchback,Hyderabad,Celerio,E2512V0M5V8FU836K,X ZXI
7911,7911,7911,Renault,2019,1461.0,Comprehensive,9.96,47627.0,Manual,1st Owner,108.45,Diesel,5.0,20.37,SUV,Hyderabad,Captur,D5PA4XS664XGDAE5S,1.5 Diesel Platine
7912,7912,7912,Ford,2018,1498.0,Comprehensive,7.72,90114.0,Manual,1st Owner,98.96,Diesel,5.0,23.0,SUV,Hyderabad,Ecosport,UU6MFN1N6KN46HY2C,1.5 Diesel Titanium BSIV
7913,7913,7913,Maruti,2013,998.0,3rd Party,3.2,89791.0,Manual,1st Owner,67.1,Petrol,5.0,18.9,Hatchback,Hyderabad,Wagon,3EWR6KDU2BKJNYZDN,R VXI BS IV
7914,7914,7914,Maruti,2020,1462.0,Comprehensive,9.77,40687.0,Manual,1st Owner,103.25,Petrol,5.0,18.55,SUV,Hyderabad,SX4,D7UFJ3JR4530UTHSP,S Cross Alpha
7915,7915,7915,Honda,2015,1198.0,3rd Party,4.32,76438.0,Manual,2nd Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,Amaze,UZXFG3TB0NYLDJ8DR,S i-Vtech
7916,7916,7916,Maruti,2017,1197.0,3rd Party,4.72,97667.0,Automatic,1st Owner,81.8,Petrol,5.0,20.89,Hatchback,Hyderabad,Ignis,U2XU1YJW1TJCFV1V4,1.2 AMT Delta BSIV
7917,7917,7917,Maruti,2017,1197.0,Comprehensive,6.32,44339.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Hyderabad,Baleno,3H8UXCDV2M3JUUNX7,1.2 Zeta
7918,7918,7918,Maruti,2020,1462.0,3rd Party,10.0,26852.0,Manual,1st Owner,103.25,Petrol,5.0,18.55,SUV,Hyderabad,SX4,C4XWHYG223EZDGSW1,S Cross Alpha
7919,7919,7919,Volkswagen,2016,1498.0,3rd Party,6.2,90000.0,Manual,1st Owner,108.5,Diesel,5.0,21.49,Hatchback,Hyderabad,Polo,1SU75EW41CR8DRJFH,GT 1.5 TDI
7920,7920,7920,Maruti,2021,1462.0,3rd Party,9.0,20000.0,Automatic,1st Owner,103.26,Petrol,7.0,17.99,MUV,Hyderabad,Ertiga,JXXYH6FV2ANPS0T69,ZXI AT
7921,7921,7921,Tata,2017,2179.0,3rd Party,12.0,90000.0,Automatic,2nd Owner,153.86,Diesel,7.0,17.6,MUV,Hyderabad,Hexa,6V0L7AZJ9GJYUW1NB,XTA
7922,7922,7922,Skoda,2018,1498.0,3rd Party,6.8,100000.0,Automatic,2nd Owner,108.6,Diesel,5.0,21.72,Sedan,Hyderabad,Rapid,JZNC7WCU7CLZVUZ4H,1.5 TDI AT Style BSIV
7923,7923,7923,Hyundai,2017,1186.0,3rd Party,3.9,120000.0,Manual,2nd Owner,73.97,Diesel,5.0,25.4,Sedan,Hyderabad,Xcent,SHDPST6H4XFUDYZ9K,1.2 CRDi E Plus
7924,7924,7924,Kia,2022,1197.0,3rd Party,10.5,10000.0,Manual,1st Owner,81.86,Petrol,5.0,18.4,SUV,Hyderabad,Sonet,MX922FXF4160MJ68V,HTK Plus BSVI
7925,7925,7925,Volkswagen,2014,1498.0,3rd Party,4.2,110000.0,Manual,2nd Owner,88.8,Diesel,5.0,20.14,Hatchback,Hyderabad,Polo,ADET6GK58WBFVC0KT,1.5 TDI Comfortline
7926,7926,7926,Maruti,2014,998.0,3rd Party,3.2,50000.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,Wagon,WB1FAGL29V9RZ8XPV,R VXI BS IV
7927,7927,7927,Tata,2019,1199.0,Zero Depreciation,5.59,69049.0,Manual,1st Owner,83.83,Petrol,5.0,23.84,Hatchback,Hyderabad,Tiago,TUCEGXT84K63TG40X,XZ Plus
7928,7928,7928,Renault,2019,999.0,Comprehensive,4.19,37465.0,Manual,1st Owner,67.0,Petrol,5.0,21.74,Hatchback,Hyderabad,KWID,H0LSMJPW5XHNZKPJ7,1.0 RXT Opt
7929,7929,7929,Toyota,2019,1197.0,Comprehensive,7.15,90148.0,Manual,1st Owner,88.5,Petrol,5.0,22.35,Hatchback,Hyderabad,Glanza,PTXPK73E38W4EC94R,V
7930,7930,7930,Volkswagen,2018,999.0,Zero Depreciation,6.16,56919.0,Manual,1st Owner,75.0,Petrol,5.0,18.78,Hatchback,Hyderabad,Polo,2XFAY8U46ZHF76ZR1,1.0 MPI Comfortline
7931,7931,7931,Honda,2015,1198.0,3rd Party,4.58,74385.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,Amaze,HTLFBDLA15HG767BU,S i-Vtech
7932,7932,7932,Hyundai,2018,814.0,Zero Depreciation,3.45,81319.0,Manual,1st Owner,55.2,Petrol,5.0,21.1,Hatchback,Hyderabad,EON,09ZZMWAM4U185DXXZ,Sportz
7933,7933,7933,Maruti,2019,1197.0,Comprehensive,6.66,71110.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Hyderabad,Baleno,USN38N04030UU7T02,1.2 Delta
7934,7934,7934,Maruti,2017,998.0,Comprehensive,4.2,59084.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,Wagon,8ZDHUSBH8K00MRWKW,R VXI BS IV
7935,7935,7935,Hyundai,2012,1197.0,Comprehensive,3.23,57785.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Hyderabad,i10,FRLYZY0Y7L2E11G3W,Magna
7936,7936,7936,Maruti,2016,1197.0,3rd Party,6.08,58671.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,Swift,LSYRFU2W0DLJ84W51,ZXI
7937,7937,7937,Hyundai,2014,814.0,Comprehensive,2.66,64538.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Hyderabad,EON,9DPSNDRV3J42SB1UV,D Lite Plus
7938,7938,7938,Datsun,2021,999.0,3rd Party,4.78,28292.0,Manual,1st Owner,67.05,Petrol,5.0,21.7,Hatchback,Hyderabad,RediGO,2FNHXTBN33WA8TX4L,1.0 T Option
7939,7939,7939,Maruti,2020,1462.0,3rd Party,8.8,60000.0,Manual,1st Owner,103.26,Petrol,5.0,17.03,SUV,Hyderabad,Vitara,6X5SN1WH0GFFSVFX4,Brezza VXI
7940,7940,7940,Renault,2020,999.0,3rd Party,6.4,30000.0,Manual,1st Owner,71.01,Petrol,7.0,20.0,MUV,Hyderabad,Triber,TVVZ0RHP16T11JFZX,RXZ BSVI
7941,7941,7941,Fiat,2015,1248.0,3rd Party,4.2,100000.0,Manual,2nd Owner,91.72,Diesel,5.0,20.5,Hatchback,Hyderabad,Avventura,0XESS0MN2FHPA2GKK,MULTIJET Emotion
7942,7942,7942,Nissan,2021,999.0,3rd Party,7.5,50000.0,Manual,1st Owner,71.02,Petrol,5.0,18.75,SUV,Hyderabad,Magnite,4RCPZ045XJFEVU2J0,XL BSVI
7943,7943,7943,Hyundai,2003,1493.0,3rd Party,0.8,120000.0,Manual,2nd Owner,82.0,Diesel,5.0,13.1,Sedan,Hyderabad,Accent,D16JSDS16DE6ZTZSK,CRDi
7944,7944,7944,Mahindra,2020,1197.0,3rd Party,8.5,50000.0,Manual,1st Owner,108.6,Petrol,5.0,17.0,SUV,Hyderabad,XUV300,KJ5XH77G5RAN3URAM,W6 BSVI
7945,7945,7945,BMW,2012,1995.0,3rd Party,9.0,70000.0,Automatic,1st Owner,184.0,Diesel,5.0,18.88,Sedan,Hyderabad,3,6RKX6N6D2J1Z9W4W3,Series 320d Prestige
7946,7946,7946,MG,2021,1451.0,3rd Party,17.0,20000.0,Automatic,1st Owner,141.0,Petrol,5.0,13.96,SUV,Hyderabad,Hector,0YY1BU9X8DHMV8J2W,Sharp DCT
7947,7947,7947,Maruti,2016,1197.0,3rd Party,5.25,63313.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,Swift,M4R2N9295FBLZ6P1R,VXI
7948,7948,7948,Hyundai,2018,1368.0,3rd Party,7.96,95933.0,Manual,1st Owner,98.6,Petrol,5.0,19.1,Sedan,Hyderabad,Verna,Z9WKY8599T9THKAUL,VTVT 1.4 EX
7949,7949,7949,Hyundai,2019,1186.0,Zero Depreciation,7.27,34348.0,Manual,1st Owner,73.97,Diesel,5.0,26.2,Hatchback,Hyderabad,Grand,ZKBB0AFX6X62PYL0W,i10 Nios Sportz CRDi
7950,7950,7950,Tata,2021,1199.0,3rd Party,7.38,23818.0,Automatic,2nd Owner,84.82,Petrol,5.0,19.6,Sedan,Hyderabad,Tigor,1HSS4B0G10RNW17WG,XMA AMT BSVI
7951,7951,7951,Hyundai,2018,1197.0,Comprehensive,5.92,52704.0,Automatic,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Hyderabad,Grand,554MRS9K8KYFNJ4M9,i10 1.2 Kappa Sportz Option AT
7952,7952,7952,Mahindra,2014,2179.0,Comprehensive,7.72,96302.0,Manual,1st Owner,140.0,Diesel,7.0,15.1,SUV,Hyderabad,XUV500,LLTFVMJY4Z37BD2WG,W8 FWD
7953,7953,7953,Maruti,2017,1248.0,Comprehensive,6.92,109700.0,Automatic,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Hyderabad,Swift,ZF2VB27K0VU3NXRSG,Dzire AMT VDI
7954,7954,7954,Hyundai,2018,1582.0,Zero Depreciation,12.16,105405.0,Automatic,1st Owner,126.2,Diesel,5.0,17.6,SUV,Hyderabad,Creta,7DZE61BB0MWTRP6K1,1.6 SX Automatic Diesel
7955,7955,7955,Ford,2011,1399.0,3rd Party,2.5,120000.0,Manual,2nd Owner,67.0,Diesel,5.0,19.68,Sedan,Hyderabad,Fiesta,E5SVP1UYX0X9JC45K,Classic 1.4 Duratorq LXI
7956,7956,7956,Chevrolet,2009,995.0,3rd Party,1.2,80000.0,Manual,1st Owner,63.0,Petrol,5.0,16.0,Hatchback,Hyderabad,Spark,KE3W5BHN8379CX3P7,1.0 PS
7957,7957,7957,Tata,2019,1248.0,3rd Party,6.0,110000.0,Manual,1st Owner,74.0,Diesel,5.0,22.95,Sedan,Hyderabad,Zest,G4VXLXC20K22J8LM2,Quadrajet 1.3 75PS XE
7958,7958,7958,Toyota,2012,2494.0,3rd Party,7.5,120000.0,Manual,1st Owner,100.0,Diesel,7.0,12.99,MUV,Hyderabad,Innova,H2SB23HS95DRJKADP,2.5 G (Diesel) 7 Seater BS IV
7959,7959,7959,Volkswagen,2011,1598.0,3rd Party,3.5,60000.0,Manual,2nd Owner,103.6,Petrol,5.0,15.04,Sedan,Hyderabad,Vento,W3P5Z57E50DD8DR0U,Petrol Highline
7960,7960,7960,Maruti,2020,1462.0,3rd Party,8.5,40000.0,Manual,1st Owner,103.25,Petrol,5.0,18.55,SUV,Hyderabad,SX4,NFV1MG8L4FT6BYN52,S Cross Delta
7961,7961,7961,Hyundai,2022,1493.0,3rd Party,17.5,40000.0,Manual,1st Owner,113.45,Diesel,5.0,,SUV,Hyderabad,Creta,HT2PRZJT4SEMY1FVC,SX Diesel BSVI
7962,7962,7962,Mahindra,2020,1197.0,3rd Party,8.1,50000.0,Manual,1st Owner,108.6,Petrol,5.0,17.0,SUV,Hyderabad,XUV300,NVXHGWT52Z6N7FG7U,W6 BSVI
7963,7963,7963,Hyundai,2020,998.0,Zero Depreciation,9.1,50646.0,Manual,1st Owner,118.35,Petrol,5.0,18.27,SUV,Hyderabad,Venue,NMEU841226C17T2AC,SX Turbo BSIV
7964,7964,7964,Maruti,2016,998.0,3rd Party,4.19,61337.0,Automatic,1st Owner,65.71,Petrol,5.0,26.68,Hatchback,Hyderabad,Celerio,PKMXZ8G843M3K03SZ,VXI AMT
7965,7965,7965,Honda,2016,1199.0,3rd Party,6.18,54083.0,Automatic,2nd Owner,88.7,Petrol,5.0,19.0,Hatchback,Hyderabad,Jazz,42C0G2NCX4T2MGKTU,1.2 V AT i VTEC
7966,7966,7966,Maruti,2015,998.0,3rd Party,3.74,67993.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Hyderabad,Wagon,N35FJR7EX29YHJ01E,R VXI BS IV
7967,7967,7967,Maruti,2022,1462.0,3rd Party,11.35,15440.0,Automatic,1st Owner,103.26,Petrol,5.0,18.76,SUV,Hyderabad,Vitara,P85UP8HH4HBTFHLXB,Brezza VXI AT
7968,7968,7968,Tata,2021,1199.0,Comprehensive,5.67,43668.0,Manual,1st Owner,84.82,Petrol,5.0,19.01,Hatchback,Hyderabad,Tiago,JA5TACSK2SJ8JWDRM,XT BSVI
7969,7969,7969,Honda,2018,1199.0,3rd Party,6.44,61710.0,Automatic,1st Owner,88.7,Petrol,5.0,18.2,Hatchback,Hyderabad,Jazz,UPX6GWTA7W65ETWG8,V CVT
7970,7970,7970,Honda,2020,1498.0,3rd Party,12.81,24163.0,Automatic,1st Owner,119.35,Petrol,5.0,18.4,Sedan,Hyderabad,City,ABTANYBC3VN9HNZ0U,ZX CVT
7971,7971,7971,Tata,2019,1199.0,Zero Depreciation,5.51,37919.0,Manual,2nd Owner,112.44,Petrol,5.0,23.84,Hatchback,Hyderabad,Tiago,F9B9T3K03E0RM08JT,JTP Petrol
7972,7972,7972,Hyundai,2016,1120.0,3rd Party,2.8,120000.0,Manual,3rd Owner,71.0,Diesel,5.0,24.4,Sedan,Hyderabad,Xcent,GWG0TA6Y2RWWD7DYJ,1.1 CRDi S
7973,7973,7973,Hyundai,2022,1493.0,3rd Party,18.0,50000.0,Manual,1st Owner,113.45,Diesel,5.0,,SUV,Hyderabad,Creta,PTZ168B139WPKT5DU,SX Opt Diesel BSVI
7974,7974,7974,Tata,2019,1956.0,3rd Party,17.85,70000.0,Manual,1st Owner,138.1,Diesel,5.0,17.0,SUV,Hyderabad,Harrier,LUYC6JB809WFL23SU,XZ BSIV
7975,7975,7975,Hyundai,2019,1197.0,3rd Party,7.0,30000.0,Automatic,2nd Owner,81.86,Petrol,5.0,17.4,Hatchback,Hyderabad,i20,ULS5WW847CZ7G4L9N,Sportz Plus CVT BSIV
7976,7976,7976,Honda,2020,1497.0,3rd Party,10.0,70000.0,Manual,1st Owner,117.6,Petrol,5.0,17.4,Sedan,Hyderabad,City,R0SYZDRT9GR91554W,V MT
7977,7977,7977,Hyundai,2019,1396.0,3rd Party,7.0,60000.0,Manual,2nd Owner,88.76,Diesel,5.0,22.54,Hatchback,Hyderabad,i20,70MT1NTJ4AGNPLDPV,Asta Option Diesel
7978,7978,7978,Ford,2008,1596.0,3rd Party,2.0,70000.0,Manual,2nd Owner,,Petrol,5.0,15.3,Sedan,Hyderabad,Fiesta,BJWP2YZ800UK5SJ3R,1.6 SXI Duratec
7979,7979,7979,Maruti,2017,1248.0,Comprehensive,7.59,89681.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Hyderabad,Vitara,RDZEP61R7EWHTZNKA,Brezza VDi Option
7980,7980,7980,Hyundai,2019,1197.0,Comprehensive,6.99,23022.0,Manual,1st Owner,81.86,Petrol,5.0,18.6,Hatchback,Hyderabad,i20,WS0VMD4T776V7W0AZ,Sportz Plus BSIV
7981,7981,7981,Maruti,2012,998.0,3rd Party,1.95,77013.0,Manual,2nd Owner,65.71,Petrol,5.0,24.39,Hatchback,Hyderabad,Alto,5NXWRTMT3SAMUMHP9,K10 LXI
7982,7982,7982,Hyundai,2012,1086.0,3rd Party,3.06,74754.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Hyderabad,i10,BK96HAJ17Z55D3JVL,Era 1.1 iTech SE
7983,7983,7983,Honda,2015,1199.0,3rd Party,4.35,85589.0,Manual,2nd Owner,88.7,Petrol,5.0,18.7,Hatchback,Hyderabad,Jazz,ZTF49P1052AWS6P5Z,1.2 SV i VTEC
7984,7984,7984,Hyundai,2012,1197.0,3rd Party,3.15,47650.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Hyderabad,i10,93CM2G410ZGKSZJYK,Sportz
7985,7985,7985,Ford,2017,1498.0,Comprehensive,6.76,89576.0,Manual,3rd Owner,98.59,Diesel,5.0,22.77,SUV,Hyderabad,Ecosport,8TGDNGNN8Z0VRY4JS,1.5 TDCi Titanium BSIV
7986,7986,7986,Maruti,2016,1248.0,3rd Party,6.46,85948.0,Automatic,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Hyderabad,Swift,3B1ZW4M36R9DUHHCU,Dzire AMT ZDI
7987,7987,7987,Honda,2018,1498.0,3rd Party,6.0,60000.0,Manual,2nd Owner,98.6,Diesel,5.0,25.8,Sedan,Hyderabad,Amaze,UBMGT1FY29WUWAKTK,VX i DTEC
7988,7988,7988,Honda,2017,1497.0,3rd Party,8.25,40000.0,Manual,2nd Owner,117.3,Petrol,5.0,17.8,Sedan,Hyderabad,City,WT3AW1799KS2Y36GK,i VTEC V
7989,7989,7989,Hyundai,2011,1197.0,3rd Party,3.3,100000.0,Automatic,2nd Owner,78.9,Petrol,5.0,16.95,Hatchback,Hyderabad,i10,1Y3DU7UV5GKSY5RLS,Sportz AT
7990,7990,7990,Maruti,2022,1462.0,3rd Party,10.0,20000.0,Manual,1st Owner,103.26,Petrol,5.0,17.03,SUV,Hyderabad,Vitara,ZBWFMD360ZJELZH6F,Brezza VXI
7991,7991,7991,Honda,2017,1497.0,3rd Party,8.25,40000.0,Manual,2nd Owner,117.3,Petrol,5.0,17.8,Sedan,Hyderabad,City,BHDHJBA991THLE8GB,i VTEC V
7992,7992,7992,Hyundai,2022,1197.0,3rd Party,8.75,30000.0,Manual,2nd Owner,81.86,Petrol,5.0,17.52,SUV,Hyderabad,Venue,A2SCJWHBXWM8HKZ21,S
7993,7993,7993,Honda,2014,1198.0,3rd Party,3.9,100000.0,Manual,2nd Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,Amaze,XMAREC6U2EP39RJCX,E i-Vtech
7994,7994,7994,Honda,2014,1198.0,3rd Party,3.9,100000.0,Manual,2nd Owner,86.7,Petrol,5.0,18.0,Sedan,Hyderabad,Amaze,HF10A6CD16D4BW3J1,E i-Vtech
7995,7995,7995,Tata,2021,1199.0,Zero Depreciation,6.1,21314.0,Manual,1st Owner,84.82,Petrol,5.0,19.01,Hatchback,Hyderabad,Tiago,F5MGYATJX4USA8S4E,XT BSVI
7996,7996,7996,Maruti,2017,1197.0,Zero Depreciation,5.92,35777.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Hyderabad,Baleno,LD76TMKJ4NVHH997A,1.2 Delta
7997,7997,7997,Ford,2017,1499.0,Comprehensive,6.82,41886.0,Manual,1st Owner,110.4,Petrol,5.0,15.85,SUV,Hyderabad,Ecosport,G91FM2C829C6ADV5B,1.5 Ti VCT MT Titanium BSIV
7998,7998,7998,Hyundai,2021,1086.0,Zero Depreciation,5.62,20837.0,Manual,2nd Owner,68.05,Petrol,5.0,20.3,Hatchback,Hyderabad,Santro,FCMA8EYDXW6L6LHHU,Asta
7999,7999,7999,Maruti,2017,998.0,Comprehensive,6.6,44797.0,Manual,1st Owner,100.5,Petrol,5.0,21.1,Hatchback,Hyderabad,Baleno,3XUG7GSD3JVXR3GR9,RS 1.0 Petrol
8000,8000,8000,Ford,2019,1497.0,3rd Party,8.34,81462.0,Manual,1st Owner,121.31,Petrol,5.0,17.0,SUV,Hyderabad,Ecosport,A0SV58Z96EDN9K8NS,1.5 Petrol Titanium BSIV
8001,8001,8001,Datsun,2018,999.0,3rd Party,3.22,16178.0,Automatic,1st Owner,67.0,Petrol,5.0,22.5,Hatchback,Hyderabad,RediGO,79VYZFD63RSAZE53D,AMT 1.0 T Option
8002,8002,8002,Maruti,2019,1248.0,Comprehensive,9.6,72577.0,Automatic,1st Owner,88.5,Diesel,5.0,24.3,SUV,Hyderabad,Vitara,BH9DX90W8KJA6E04S,Brezza ZDi Plus AMT
8003,8003,8003,Hyundai,2021,1197.0,3rd Party,8.28,97621.0,Manual,1st Owner,81.8,Petrol,5.0,21.0,Hatchback,Hyderabad,i20,2TC56P2KX8HFF5F5F,Sportz BSVI
8004,8004,8004,Maruti,2011,1197.0,Comprehensive,3.33,75932.0,Manual,2nd Owner,88.5,Petrol,5.0,22.38,Hatchback,Hyderabad,Swift,RHS2MBB98C6YS7BBF,LXI
8005,8005,8005,Maruti,2013,1197.0,3rd Party,4.1,80000.0,Manual,1st Owner,85.8,Petrol,5.0,18.6,Hatchback,Hyderabad,Swift,73ZVZ87M2027FXBPR,VXI
8006,8006,8006,Hyundai,2020,1197.0,3rd Party,5.99,40000.0,Manual,1st Owner,81.86,Petrol,5.0,20.7,Hatchback,Hyderabad,Grand,ZTX5L1E81HNWSRJ3R,i10 Nios Sportz
8007,8007,8007,Hyundai,2008,1341.0,3rd Party,1.5,90000.0,Manual,2nd Owner,82.9,Petrol,5.0,14.2,Hatchback,Hyderabad,Getz,RRNDDM5W3F3M7AR78,1.3 GLS
8008,8008,8008,Maruti,2022,998.0,3rd Party,5.8,30000.0,Manual,1st Owner,65.71,Petrol,5.0,24.35,Hatchback,Hyderabad,Wagon,RHRD1X937ZCJC53EW,R VXI BSVI
8009,8009,8009,Skoda,2018,1598.0,3rd Party,8.6,80000.0,Automatic,1st Owner,103.2,Petrol,5.0,14.84,Sedan,Hyderabad,Rapid,S1KB08KS94UJ47DKJ,1.6 MPI AT Style BSIV
8010,8010,8010,Maruti,2016,1248.0,3rd Party,7.9,70000.0,Manual,2nd Owner,88.5,Diesel,7.0,24.52,MUV,Hyderabad,Ertiga,2FZ9M6Y035ANA73W0,SHVS VDI
8011,8011,8011,Maruti,2012,998.0,3rd Party,2.6,80000.0,Manual,2nd Owner,58.2,CNG,5.0,26.2,Hatchback,Hyderabad,Wagon,9K5XSWVR4LUZ5AGF4,R LXI CNG
